Номер,Слово,Встречаемость
1654,аркана,1
1655,задрожал,3
1656,опустил,3
1657,молиться,1
1658,мгновений,1
1659,поднимаю,1
1660,вижу,7
1661,летит,2
1662,развевая,1
1663,хвост,2
1664,вольный,1
1665,гяуры,1
1666,тянутся,1
1667,степи,3
1668,измученных,1
1669,конях,1
1670,валлах,1
1671,правда,22
1672,истинная,2
1673,поздней,3
1674,сидел,8
1675,своем,6
1676,овраге,1
1677,ты,139
1678,думаешь,3
1679,мраке,3
1680,берегу,7
1681,оврага,2
1682,фыркает,1
1683,ржет,1
1684,бьет,1
1685,копытами,1
1686,землю,7
1687,карагеза,3
1688,товарищ,2
1689,тех,34
1690,пор,23
1691,разлучались,1
1692,слышно,3
1693,трепал,1
1694,рукою,7
1695,гладкой,2
1696,давая,1
1697,нежные,3
1698,названия,4
1699,б,31
1700,тысячу,1
1701,весь,9
1702,йок,1
1703,хочу,18
1704,равнодушно,3
1705,послушай,14
1706,ласкаясь,1
1707,добрый,5
1708,храбрый,2
1709,джигит,2
1710,отец,8
1711,боится,3
1712,русских,1
1713,пускает,1
1714,отдай,1
1715,свою,25
1716,сделаю,1
1717,украду,2
1718,отца,6
1719,лучшую,1
1720,винтовку,1
1721,шашку,4
1722,пожелаешь,1
1723,шашка,3
1724,настоящая,3
1725,гурда,3
1726,название,4
1727,лучших,4
1728,кавказских,2
1729,клинков,2
1730,имени,6
1731,оружейного,2
1732,мастера,2
1733,приложи,1
1734,лезвием,1
1735,руке,4
1736,сама,5
1737,тело,2
1738,вопьется,1
1739,нипочем,1
1740,молчал,7
1741,увидел,5
1742,тобой,6
1743,крутился,1
1744,раздувая,1
1745,ноздри,1
1746,кремни,1
1747,брызгами,1
1748,летели,1
1749,копыт,2
1750,душе,10
1751,сделалось,2
1752,непонятное,1
1753,опостылело,1
1754,скакунов,1
1755,смотрел,7
1756,презрением,5
1757,стыдно,4
1758,показаться,2
1759,тоска,1
1760,овладела,2
1761,тоскуя,1
1762,просиживал,1
1763,утесе,1
1764,дни,4
1765,ежеминутно,8
1766,мыслям,1
1767,моим,14
1768,являлся,3
1769,вороной,1
1770,твой,6
1771,своей,32
1772,стройной,1
1773,поступью,2
1774,своим,10
1775,гладким,1
1776,прямым,1
1777,стрела,1
1778,хребтом,1
1779,своими,7
1780,бойкими,1
1781,глазами,6
1782,хотел,24
1783,слово,12
1784,вымолвить,3
1785,умру,7
1786,продашь,1
1787,дрожащим,2
1788,голосом,15
1789,послышалось,2
1790,заплакал,5
1791,надо,37
1792,преупрямый,1
1793,мальчишка,2
1794,ничем,4
1795,слез,5
1796,выбьешь,1
1797,помоложе,1
1798,слезы,10
1799,твердым,2
1800,решаюсь,1
1801,сестру,3
1802,пляшет,2
1803,поет,4
1804,вышивает,1
1805,золотом,2
1806,чудо,2
1807,жены,4
1808,турецкого,1
1809,падишаха,1
1810,дождись,1
1811,бежит,2
1812,поток,2
1813,пойду,5
1814,мимо,27
1815,соседний,1
1816,аул,3
1817,неужели,15
1818,наконец,49
1819,вместо,3
1820,ответа,2
1821,затянул,1
1822,старинную,1
1823,песню,7
1824,вполголоса,3
1825,прошу,11
1826,прощения,4
1827,переложил,2
1828,переданную,2
1829,разумеется,13
1830,прозой,2
1831,привычка,4
1832,вторая,3
1833,натура,4
1834,красавиц,2
1835,аулах,1
1836,сияют,1
1837,сладко,1
1838,любить,13
1839,завидная,1
1840,доля,1
1841,веселей,2
1842,молодецкая,1
1843,воля,2
1844,золото,1
1845,купит,1
1846,лихой,1
1847,цены,1
1848,вихря,1
1849,отстанет,1
1850,изменит,2
1851,обманет,1
1852,напрасно,14
1853,упрашивал,1
1854,согласиться,2
1855,плакал,5
1856,льстил,1
1857,клялся,1
1858,нетерпеливо,2
1859,прервал,2
1860,поди,1
1861,прочь,5
1862,безумный,3
1863,ездить,2
1864,моем,7
1865,коне,1
1866,первых,2
1867,трех,8
1868,шагах,8
1869,сбросит,1
1870,разобьешь,1
1871,затылок,4
1872,об,31
1873,крикнул,2
1874,бешенстве,1
1875,железо,3
1876,детского,1
1877,зазвенело,1
1878,сильная,2
1879,рука,6
1880,оттолкнула,1
1881,ударился,1
1882,плетень,2
1883,зашатался,1
1884,потеха,2
1885,кинулся,2
1886,конюшню,1
1887,взнуздал,1
1888,вывел,2
1889,задний,1
1890,двор,3
1891,минуты,18
1892,ужасный,2
1893,гвалт,1
1894,вбежал,1
1895,туда,9
1896,разорванном,1
1897,бешмете,3
1898,говоря,12
1899,зарезать,1
1900,выскочили,1
1901,схватились,1
1902,крик,2
1903,выстрелы,2
1904,верхом,8
1905,вертелся,2
1906,толпы,1
1907,улице,6
1908,отмахиваясь,1
1909,шашкой,5
1910,плохое,2
1911,дело,28
1912,чужом,1
1913,пиру,1
1914,похмелье,1
1915,поймав,1
1916,поскорей,2
1917,убраться,1
1918,кончится,2
1919,худо,3
1920,натянулись,1
1921,резня,1
1922,сели,2
1923,ускакали,1
1924,домой,18
1925,народу,1
1926,делается,3
1927,допивая,1
1928,ускользнул,1
1929,ранен,3
1930,живущи,1
1931,видал,14
1932,я-с,1
1933,иных,3
1934,исколот,1
1935,решето,1
1936,штыками,1
1937,махает,2
1938,топнув,1
1939,ногою,4
1940,прощу,2
1941,дернул,2
1942,приехав,1
1943,пересказать,1
1944,сидя,1
1945,забором,1
1946,посмеялся,2
1947,хитрый,1
1948,задумал,1
1949,кое-что,2
1950,расскажите,2
1951,продолжать,2
1952,дня,22
1953,обыкновению,2
1954,зашел,6
1955,кормил,1
1956,лакомствами,1
1957,лошадях,2
1958,расхваливать,1
1959,такая-то,1
1960,резвая,1
1961,красивая,1
1962,словно,1
1963,серна,2
1964,словам,2
1965,этакой,1
1966,целом,1
1967,мире,5
1968,засверкали,4
1969,глазенки,1
1970,татарчонка,1
1971,замечает,2
1972,заговорю,1
1973,другом,7
1974,смотришь,1
1975,собьет,1
1976,история,5
1977,продолжалась,1
1978,приезжал,2
1979,недели,2
1980,спустя,5
1981,замечать,4
1982,бледнеет,1
1983,сохнет,1
1984,любви,11
1985,романах-с,1
1986,диво,2
1987,видите,15
1988,всю,9
1989,штуку,1
1990,задразнил,1
1991,воду,7
1992,скажи,14
1993,больно,4
1994,понравилась,1
1995,видать,2
1996,затылка,1
1997,тому,11
1998,подарил,1
1999,захочет,3
2000,таком,4
2001,случае,6
2002,достану,1
2003,условием,2
2004,поклянись,1
2005,исполнишь,1
2006,клянусь,3
2007,клянись,1
2008,будешь,9
2009,владеть,1
2010,конем,1
2011,отдать,4
2012,бэлу,5
2013,калымом,1
2014,надеюсь,8
2015,торг,1
2016,выгоден,1
2017,думал,16
2018,ребенок,4
2019,рано,9
2020,вспыхнул,3
2021,разве,17
2022,уезжает,1
2023,согласен,4
2024,прошептал,1
2025,бледный,3
2026,смерть,4
2027,приедет,1
2028,пригнать,1
2029,десяток,2
2030,остальное,1
2031,смотри,2
2032,сладили,2
2033,правде,3
2034,нехорошее,1
2035,печорину,5
2036,дикая,2
2037,черкешенка,2
2038,должна,13
2039,счастлива,2
2040,имея,5
